Année du BOPI,Numéro de pages du BOPI,Lettres alphabétiques,Noms des déposants,Numéro de classe,Numéro des pages correspondantes,ERRATA,Numéro de la marque,Renonciation totale,Renonciation partielle
1922,12,C,Caron (G.).,"[1087, 1727, 1753]",,,,,
1922,12,C,Caron (Parfumerie),"[393, 394, 459, 460, 689, 717, 1672, 1705, 1763]",,,,,
1922,12,C,Carpentier (G.A. V.),[440],,,,,
1922,12,C,Carpentier (G.).,[1618],,,,,
1922,12,C,Carpentier & Cie (A.),[1209],,,,,
1922,12,C,Carpentier-Aussage (G.).,"[806, 1268, 1276, 1712]",,,,,
1922,12,C,"Carpentier (P.), Beresniak (M.) & Goscinny (S.)",[492],,,,,
1922,12,C,Carpentier & Dessaux (Société des Anciens Établissements),[1239],,,,,
1922,12,C,Carpentier & Étienne,"[1080, 1326]",,,,,
1922,12,C,Carré fils (L. & E< ? -> ,"[51, 52]",,,,,
1922,12,C,Carre (J.) & Courrier (J.) (Société té),[1147],,,,,
1922,12,C,Carré (J.) & Goutière (J.),[1172],,,,,
1922,12,C,Carrel (L.J.),[1401],,,,,
1922,12,C,Carrera (F.),[1061],,,,,
1922,12,C,Carrette (C.),[472],,,,,
1922,12,C,Carrette (A.),[604],,,,,
1922,12,C,Carriat (A.),[1607],,,,,
1922,12,C,Carrichon (demoiselle M.),[1672],,,,,
1922,12,C,"Carrier, Derepas & Cie (Société).","[1365, 1470]",,,,,
1922,12,C,Carrier Engineering Co Limited (Société),[1629],,,,,
1922,12,C,Carrière & Robert (Société anonyme des Laboratoires).,"[136, 440, 1283]",,,,,
1922,12,C,Carrot (dame veuve Claudius).,[382],,,,,
1922,12,C,Carson Pétroleum Co (Société),[1291],,,,,
1922,12,C,Carteret (M.),[1541],,,,,
1922,12,C,Carteret (G.),[1854],,,,,
1922,12,C,Cartery (F.),[1066],,,,,
1922,12,C,Cartier (M.),"[1374, 1434, 1829]",,,,,
1922,12,C,Cartier - Bresson (Société anonyme Établissements),[1228],,,,,
1922,12,C,Cartier - Bresson (Établissements),"[1402, 1632]",,,,,
1922,12,C,Cartier-Millon (A.),"[919, 1439]",,,,,
1922,12,C,Cartier & Regeffe (Société),[1371],,,,,
1922,12,C,Carton (G.L.),[1166],,,,,
1922,12,C,Carton (R.L.E. J.),[1386],,,,,
1922,12,C,Caruelle (G.A.).,[1461],,,,,
1922,12,C,Page réelle.,[1551],,,,,
1922,12,C,Casadesus (F.).,[1876],,,,,
1922,12,C,Casadessus (dame A.M.T.) & Gasadessus (I.J. A.),[524],,,,,
1922,12,C,Casadessus (I.J.A.) & Casadessus (dame A.M. T.),[524],,,,,
1922,12,C,"Casadessus, Sagols & Cie (Société)","[402, 522, 523, 524]",,,,,
1922,12,C,Casas de Vilocal (dame M.),[946],,,,,
1922,12,C,Casati (dame I.B.),[769],,,,,
1922,12,C,Casau (P.),[927],,,,,
1922,12,C,Casiez - Bourgeois (Société Héritiers),[1093],,,,,
1922,12,C,Cassagne (veuve).,[590],,,,,
1922,12,C,Cassan (Gabrielle),[1693],,,,,
1922,12,C,Cassé (A.),[695],,,,,
1922,12,C,Cassegrain (Maison),[1099],,,,,
1922,12,C,Cassegrain & Cie (Successeurs de),[1099],,,,,
1922,12,C,Casselin (A.).,[495],,,,,
1922,12,C,Cassereau (L.E.).,[1507],,,,,
1922,12,C,Cassoute (P.),[1352],,,,,
1922,12,C,Castagnon (B.C. D.),[169],,,,,
1922,12,C,Castaing (H.).,[96],,,,,
1922,12,C,Castaing (dame veuve R.),[388],,,,,
1922,12,C,Castan (E.),[646],,,,,
1922,12,C,Castanet (P.),[1388],,,,,
1922,12,C,Castel (Ch.) & Cie.,[1480],,,,,
1922,12,C,Page réelle.,[1570],,,,,
1922,12,C,Castel-Michel (L.).,[1815],,,,,
1922,12,C,Castéla (P.),[1039],,,,,
1922,12,C,Castellan (E.),[1299],,,,,
1922,12,C,Castelli (X.),[112],,,,,
1922,12,C,"Castelli, Lavilleni & Co (Société Anonyme des Établissements).",[1393],,,,,
1922,12,C,"Castello, Earcelo & C° (Société)",[156],,,,,
1922,12,C,Castets (demoiselle H.H.V.).,[799],,,,,
1922,12,C,Castex (P.),[89],,,,,
1922,12,C,Castex (L.) & Lussan (M.),[306],,,,,
1922,12,C,Casties (R.) fils.,[1299],,,,,
1922,12,C,Castillon & Cie (Raison sociale).,"[525, 882]",,,,,
1922,12,C,Castres Walle & Pitoux (Société).,[857],,,,,
1922,12,C,Castro & Cie (Société),[392],,,,,
1922,12,C,Catalane (Société anonyme La).,[1711],,,,,
1922,12,C,Catalpo Limited (Société),[1580],,,,,
1922,12,C,Page réelle.,[1590],,,,,
1922,12,C,Catel & Farcy (Société anonyme des Anciens Etablissements).,[761],,,,,
1922,12,C,Cathelain Marcq (H.) & Cie,[1380],,,,,
1922,12,C,Cathiard (M.).,[1789],,,,,
1922,12,C,Catoir (dame J.).,[657],,,,,
1922,12,C,Catry (M.),[1710],,,,,
1922,12,C,Catsiapis & Christou (Société).,[723],,,,,
1922,12,C,Cattadori & Cie (Société anonyme P.),[685],,,,,
1922,12,C,Cattet (C.),[81],,,,,
1922,12,C,Caubet & fils (Société A.),[747],,,,,
1922,12,C,Cauchaner & Devoto (Société).,[1693],,,,,
1922,12,C,Cauchois (E.),[1459],,,,,
1922,12,C,Page réelle.,[1549],,,,,
1922,12,C,Caudrelier (E.).,[554],,,,,
1922,12,C,Cauët (U.),[118],,,,,
1922,12,C,Caurette & Défaux,[1504],,,,,
1922,12,C,Causeret (H.J.,[1200],,,,,
1922,12,C,Caussé (A.),[613],,,,,
1922,12,C,Caussemille jeune & Cie (Société anonyme des Allumettes).,"[493, 1196, 1252, 1476, 1624]",,,,,
1922,12,C,Cautereels (C.).,[303],,,,,
1922,12,C,Cauvin & autres (Société anonyme Établissements),[681],,,,,
1922,12,C,"Cauvin, Verrey & Burney (Société)",[880],,,,,
1922,12,C,Cavaclès (M.),[1068],,,,,
1922,12,C,Cavalier (H.),[969],,,,,
1922,12,C,Cavalier (R. & A.).,[1844],,,,,
1922,12,C,Cavallier (A.),[1719],,,,,
1922,12,C,Cavelius (J.P.D.),[685],,,,,
1922,12,C,Caves du Pont d’Arcole (Société anonyme),[584],,,,,
1922,12,C,Caw Stevenson & Orr Limited (Société M.).,"[385, 1340]",,,,,
1922,12,C,Cayol (A.),[827],,,,,
1922,12,C,Cayre (D.E.),[548],,,,,
1922,12,C,Cayrol (J.),[876],,,,,
1922,12,C,Cayrol (B.F.J.P.).,[1707],,,,,
1922,12,C,Cazalas (P.J.M.),[4],,,,,
1922,12,C,Cazalas (D.S.).,[808],,,,,
1922,12,C,Cazalis & Prats.,[1773],,,,,
1922,12,C,Cazanove (Raison sociale Les Successeurs de F.).,"[696, 1241]",,,,,
1922,12,C,Cazanove & Cie (Société de),"[1240, 1747]",,,,,
1922,12,C,Cazebonne Hourticq (Société).,[131],,,,,
1922,12,C,Cazenave (L.),[1820],,,,,
1922,12,C,Cazenave & autres Société),[159],,,,,
1922,12,C,Cazes & Gompertz (Société),[1131],,,,,
1922,12,C,Cazet & Feracci (Société),[935],,,,,
1922,12,C,Cécillon (P.),[1406],,,,,
1922,12,C,Célarié (E.),[674],,,,,
1922,12,C,Celle (C.),[500],,,,,
1922,12,C,Cellerier (P.),[201],,,,,
1922,12,C,Cellier (E.H.),"[179, 296]",,,,,
1922,12,C,Cellucotton Products C° (Société),[910],,,,,
1922,12,C,Central Radiator Co (Société),[1860],,,,,
1922,12,C,Central Spécialités (Société anonyme),[461],,,,,
1922,12,C,Cerf (L.),"[421, 1822]",,,,,
1922,12,C,Cervoni (J.),[1526],,,,,
1922,12,C,Chabaneau & fils (W.),[168],,,,,
1922,12,C,Chabanne (G.G.).,[46],,,,,
1922,12,C,Chabanne (J.).,[807],,,,,
1922,12,C,Chabanne (dame J.),[1406],,,,,
1922,12,C,Chabas (M.),[1303],,,,,
1922,12,C,Chabes (M.) & Taravellier (J.).,[1863],,,,,
1922,12,C,Chabbert (P.E.J.),[1258],,,,,
1922,12,C,Chabert & autres (Société).,"[84, 120]",,,,,
1922,12,C,Chabert - Dupont (dame A.),[1013],,,,,
1922,12,C,Chabert (Ch.) & Guillot,[695],,,,,
1922,12,C,Chabert Laverroux (A.),[560],,,,,
1922,12,C,Chabonat (Société anonyme Établissements).,[1214],,,,,
1922,12,C,Chabrand (M.P. A.),[962],,,,,
1922,12,C,Chabrier (A.H.).,"[241, 308]",,,,,
1922,12,C,"Chabrières, Morel & Cie",[1861],,,,,
1922,12,C,"Chabrières, Morel & Cie (Maison).",[1660],,,,,
1922,12,C,Chabrolle & De Saint - Martin (J.) (Société).,[856],,,,,
1922,12,C,Chachignot (R.).,[753],,,,,
1922,12,C,Chadefaux (demoiselle A.) et autres,[1688],,,,,
1922,12,C,Chadwick (J.) & Brothers Limited,[1467],,,,,
1922,12,C,Page réelle.,[1557],,,,,
1922,12,C,Chaffin (H.),[1821],,,,,
1922,12,C,Chaidron (C.),[1166],,,,,
1922,12,C,"Chaignet, Legendre (H.) & Cie.",[1587],,,,,
1922,12,C,Page réelle.,[1597],,,,,
1922,12,C,Chaix (C.E.),[1163],,,,,
1922,12,C,Chaix (C.L.R.).,[1871],,,,,
1922,12,C,Chaki (J.),[1041],,,,,
1922,12,C,Chalas (A.),[1707],,,,,
1922,12,C,Chalbet (A.),[1089],,,,,
1922,12,C,Challansonnet (J.).,[1666],,,,,
1922,12,C,Châlon (E.L.).,[144],,,,,
1922,12,C,Chalon (P.) & Bouysson (H.).,[1519],,,,,
1922,12,C,Chamagne (G.).,[892],,,,,
1922,12,C,Chambaud Louis & Cie (Société).,[663],,,,,
1922,12,C,Chambon (L.).,"[222, 1579]",,,,,
1922,12,C,Page réelle.,[1589],,,,,
1922,12,C,Chambon (E.),[1336],,,,,
1922,12,C,Chambon (P.),[1490],,,,,
1922,12,C,Chambrelent (E.).,[780],,,,,
1922,12,C,Chambrot (F.F.) & Desroches (J.),[612],,,,,
1922,12,C,Champenois (Société anonyme des anciens Établissements F.).,[366],,,,,
1922,12,C,Champieux & Cie (Société),[1346],,,,,
1922,12,C,Champin (A.),[682],,,,,
1922,12,C,Champin (A.P.).,[1082],,,,,
1922,12,C,Champin (P.A.).,[1082],,,,,
1922,12,C,Champion (H.).,[1866],,,,,
1922,12,C,Chanabier père & fils,[1715],,,,,
1922,12,C,Chancerelle (P.).,[1528],,,,,
1922,12,C,Chancerelle & fils (Charles),[1739],,,,,
1922,12,C,Chancy (H.E.).,"[394, 1017, 1705]",,,,,
1922,12,C,Chandler - Hall (dame V.),[866],,,,,
1922,12,C,Chane & Dumail Établissements).,[1228],,,,,
1922,12,C,Chanel & fils (dame veuve A.).,[1280],,,,,
1922,12,C,Chanel (Maison A.),"[1359, 1364]",,,,,
1922,12,C,Chanfray (J.) & fils (Société).,[1524],,,,,
1922,12,C,Chanier (J.),[562],,,,,
1922,12,C,Chanier (G.),[1511],,,,,
1922,12,C,Chanoit (É.),[1748],,,,,
1922,12,C,Chanson (M.),[952],,,,,
1922,12,C,Chantalou (M.F.).,"[353, 716]",,,,,
1922,12,C,Chanteau (G.),[960],,,,,
1922,12,C,Chantecaille & Cie.,"[261, 262]",,,,,
1922,12,C,Chantemesse (P. F.),[55],,,,,
1922,12,C,Chantraine (L.).,[1019],,,,,
1922,12,C,Chanudet & fils (Société veuve).,[1228],,,,,
1922,12,C,Chapelain (dame veuve G.),[940],,,,,
1922,12,C,Chapelain (Siour Robert),[1617],,,,,
1922,12,C,Chapin (M.),[528],,,,,
1922,12,C,Chapira & Cie.,[19],,,,,
1922,12,C,Chaplais (P.),[1581],,,,,
1922,12,C,Page réelle.,[1591],,,,,
1922,12,C,Chappée & fils.,"[1008, 1010]",,,,,
1922,12,C,Chapron (J.),[551],,,,,
1922,12,C,Chapu (A.).,"[398, 1178]",,,,,
1922,12,C,Chapu (M.).,[711],,,,,
1922,12,C,Chapuis (J.),[1124],,,,,
1922,12,C,"Chapuis père & fils, Caillat",[496],,,,,
1922,12,C,Chapuis frère & sœurs (Maison).,[1496],,,,,
1922,12,C,Chapus (J.),[924],,,,,
1922,12,C,Chapuzot Guyot (Firme),[1261],,,,,
1922,12,C,Charaf & Khouri (Société),[1],,,,,
1922,12,C,Charaffi & Co (Société),[1861],,,,,
1922,12,C,Charat (X.).,"[1210, 1649, 1773]",,,,,
1922,12,C,Charavel (G.),[1736],,,,,
1922,12,C,Charblanc (M.).,[1634],,,,,
1922,12,C,Charbonnel (C.P. L.),[1755],,,,,
1922,12,C,Charbonnier (E.S.),[262],,,,,
1922,12,C,Chardon & Deboudé (Société),[1609],,,,,
1922,12,C,Chardot (J.J.).,[624],,,,,
1922,12,C,Chareyre (P.),"[1128, 1401, 1402]",,,,,
1922,12,C,Chareyre (Maison Virgile),[1128],,,,,
1922,12,C,"Chareyre, Violet & Cie",[1824],,,,,
1922,12,C,Charff (P.L.A.).,[1858],,,,,
1922,12,C,Chargueraud (N.).,[459],,,,,
1922,12,C,"Chariol, Aguerre & Cie",[1538],,,,,
1922,12,C,Charlemagne Henri),[1773],,,,,
1922,12,C,Charles (J.) & fils.,[347],,,,,
1922,12,C,Charles frères (Maison).,"[461, 1348]",,,,,
1922,12,C,Charles Six (Société),[715],,,,,
1922,12,C,Charlet (F.),[595],,,,,
1922,12,C,Charlet G.),[1162],,,,,
1922,12,C,Charlet (M.),[1209],,,,,
1922,12,C,Charley (C.),[110],,,,,
1922,12,C,Charlier (G.M.).,"[628, 1007]",,,,,
1922,12,C,Charlois (P.) & Pinatel (Société).,[1485],,,,,
1922,13,C,Charmaison (A.).,[332],,,,,
1922,13,C,Charnelet (L.).,[1726],,,,,
1922,13,C,Charnelet (L.).,"[1726, 1730]",,,,,
1922,13,C,Charpentier (Société les fils de F.),[715],,,,,
1922,13,C,Charpentier (H.).,[735],,,,,
1922,13,C,Charpentier (G.F. A.),[1645],,,,,
1922,13,C,"Charpiot, De Bavans & Cie (Société industrielle)",[1697],,,,,
1922,13,C,Charriau & Vincent.,"[222, 339, 466]",,,,,
1922,13,C,Charriaut (H.F.).,[1257],,,,,
1922,13,C,"Charrière, Berthet & Cie (Société).","[195, 204, 206]",,,,,
1922,13,C,Charron (veuve) Bellanger & Duchamp (Société),[382],,,,,
1922,13,C,Charropin (dame E.G.),[1706],,,,,
1922,13,C,Charroy (A.),[227],,,,,
1922,13,C,Chartier (C.),[1319],,,,,
1922,13,C,"Chartier, Marteau & Boudin (Société)",[568],,,,,
1922,13,C,Chartrain (P.).,[859],,,,,
1922,13,C,Charuel (Y.),[134],,,,,
1922,13,C,Charuel frères.,[639],,,,,
1922,13,C,Charvet (L.J.),"[505, 1587]",,,,,
1922,13,C,Page réelle.,[1597],,,,,
1922,13,C,Charvolin (F.M.).,[764],,,,,
1922,13,C,Chassa (H.),[802],,,,,
1922,13,C,Chassagne & Peyrat-Cheze,[1801],,,,,
1922,13,C,Chassain (épouse),[1634],,,,,
1922,13,C,Chassaing (Maison),[699],,,,,
1922,13,C,Chassier & Refeuil,[151],,,,,
1922,13,C,Chassinat (M.R.).,[1355],,,,,
1922,13,C,Chastanier (L.).,[521],,,,,
1922,13,C,Chastel (A.).,"[9, 51, 756]",,,,,
1922,13,C,Chatanay (A.).,"[495, 500]",,,,,
1922,13,C,Chateau (J.),[645],,,,,
1922,13,C,Chateau (L.),[1475],,,,,
1922,13,C,Chatelut (H.),[216],,,,,
1922,13,C,"Chatillon, Mouly, Roussel & Cie. (Société).","[152, 232, 389, 798, 1012, 1342, 1402, 1669]",,,,,
1922,13,C,Chatot (J.).,"[9, 671, 424]",,,,,
1922,13,C,Chatrousse (demoiselle O.).,[560],,,,,
1922,13,C,Chatropsse (G.).,[894],,,,,
1922,13,C,Chatwood Safe Co Limited (The).,[8],,,,,
1922,13,C,Chaudouet (J.).,[512],,,,,
1922,13,C,Chaudron (G.).,[1819],,,,,
1922,13,C,"Chaume, Marchaut & Cie (Société)",[1458],,,,,
1922,13,C,Page réelle.,[1548],,,,,
1922,13,C,"Chaume, Marchaut & Cie (Société)",[1462],,,,,
1922,13,C,Page réelle.,[1552],,,,,
1922,13,C,Chaumier (dame E.),[1181],,,,,
1922,13,C,Chaumier (P.C.).,[1849],,,,,
1922,13,C,Chaumier & Cie.,"[81, 242]",,,,,
1922,13,C,Chaumont (R.).,[176],,,,,
1922,13,C,Chaumont (P.).,[686],,,,,
1922,13,C,Chaunière (M.) & Louis (L.),[1096],,,,,
1922,13,C,Chaurey (G.),[1773],,,,,
1922,13,C,Chausfoin (Société),[765],,,,,
1922,13,C,Chausse (A.),[1281],,,,,
1922,13,C,Chaussier (R.).,[1766],,,,,
1922,13,C,Chau-Tuan,[204],,,,,
1922,13,C,Chauvain & Cie.,[1679],,,,,
1922,13,C,Chauve (L.),[1072],,,,,
1922,13,C,Chauveau (R.).,"[248, 1410]",,,,,
1922,13,C,Chauveau & Pradel,[714],,,,,
1922,13,C,Chauvelot - Meyer (H.),[645],,,,,
1922,13,C,Chauvet (C.),[27],,,,,
1922,13,C,Chauvet (dame M. A.),[669],,,,,
1922,13,C,Chauvet (M.),[796],,,,,
1922,13,C,Chauvet & Fournet (Société).,"[841, 1027]",,,,,
1922,13,C,Chauvier (H.F.C.),[670],,,,,
1922,13,C,Chauvin (G.),[846],,,,,
1922,13,C,Chauvin (A.),[1750],,,,,
1922,13,C,Chauvot (E.) & Leroy (G.) (Société),[1162],,,,,
1922,13,C,Chaux (P.),[68],,,,,
1922,13,C,Chaux (Société des usines F.),[1624],,,,,
1922,13,C,Chaux & Gouin (Société),[1185],,,,,
1922,13,C,Chavand (R.),[1298],,,,,
1922,13,C,Chavanne (F.),[428],,,,,
1922,13,C,Chavanoz (Société anonyme Moulinage et retorderie de),[1631],,,,,
1922,13,C,Chavany (L.),[1714],,,,,
1922,13,C,Chaverondier - Gillet (B.J.),[784],,,,,
1922,13,C,Chaverou & Cie (Société),[647],,,,,
1922,13,C,Chaves & Gath.,[435],,,,,
1922,13,C,Chavigny & Marchand (Société).,[646],,,,,
1922,13,C,Chavot (demoiselle J.),[360],,,,,
1922,13,C,Chayoux (J.),[1241],,,,,
1922,13,C,Chazeau (G.) & Cie,[1093],,,,,
1922,13,C,Chazelle (J.).,"[111, 1223]",,,,,
1922,13,C,Chédaille (A.E.).,[1777],,,,,
1922,13,C,Chédeville (C.).,[1449],,,,,
1922,13,C,Cheinic (M.),[1112],,,,,
1922,13,C,Chemin (E.),[1269],,,,,
1922,13,C,Chemische Fabrik Auf Actien. vorm E. Schering (Société),"[792, 1194]",,,,,
1922,13,C,Chemische Fabrik Griesheim Elektron (Société).,"[381, 485, 598]",,,,,
1922,13,C,Chemische Fabriken vorm Weilerter Meer (Société des),[68],,,,,
1922,13,C,"Chenal, Cousty & Cie",[816],,,,,
1922,13,C,Chenal & Douilhet (Société),[1776],,,,,
1922,13,C,Chenard (L.),[38],,,,,
1922,13,C,Chenat & Douilhet (Société),[784],,,,,
1922,13,C,Chenet (E.),[268],,,,,
1922,13,C,Chenu (J.),[1367],,,,,
1922,13,C,Chéradame (Société Raoul),[910],,,,,
1922,13,C,Chéramy (Société anonyme des parfums).,"[1736, 1737]",,,,,
1922,13,C,Cherel (P.),[1408],,,,,
1922,13,C,Cherfils (P.A.M. L.),[234],,,,,
1922,13,C,Cherkasky (L.).,[798],,,,,
1922,13,C,Chéron (J.),[599],,,,,
1922,13,C,Chéry (F.X.A.).,[416],,,,,
1922,13,C,Chesnais (Dr Auguste),[960],,,,,
1922,13,C,Chesnel (H.) & Pouchois (J.).,[148],,,,,
1922,13,C,Chesnelong & Cie.,"[951, 1174, 1604]",,,,,
1922,13,C,Cheucle (N.),[110],,,,,
1922,13,C,Cheux (J.),[190],,,,,
1922,13,C,Chevais & Niclot (Société),[408],,,,,
1922,13,C,Chevalet (E.E.).,[1088],,,,,
1922,13,C,Chevalier (B.J.).,[198],,,,,
1922,13,C,Chevalier (J.C.).,[1223],,,,,
1922,13,C,Chevalier (J.F.) & Griswold (A.A.),[39],,,,,
1922,13,C,Chevalier & Leroy (Société les Successeurs de).,[1746],,,,,
1922,13,C,"Chevalier, Mendes & Cie","[1024, 1492]",,,,,
1922,13,C,Chevallay (A.J.).,[435],,,,,
1922,13,C,Chevallier (C.),"[299, 1121]",,,,,
1922,13,C,Chevallier - Appert (R.),[1102],,,,,
1922,13,C,Chevassus & God-de (Société).,[1540],,,,,
1922,13,C,Chevassus (J.).,[1305],,,,,
1922,13,C,Chevenot (Usine des Produits pharmaceutiques),[962],,,,,
1922,13,C,Chevet (A.),[190],,,,,
1922,13,C,Chevillard (G.L.).,[1168],,,,,
1922,13,C,Chevillard & Marchesseau,[1363],,,,,
1922,13,C,Chevrier (F.),[1714],,,,,
1922,13,C,Cheyrésy & Hodin (H.),[1535],,,,,
1922,13,C,Chèze (L.) & Manoux (F.),[1612],,,,,
1922,13,C,Chianbrando (M.) et autres,[940],,,,,
1922,13,C,Chicard (L.),[117],,,,,
1922,13,C,"Chiche (G.), Saffar (E.) (Raison sociale)",[1403],,,,,
1922,13,C,Chignard (H.).,[1476],,,,,
1922,13,C,Chin Chin Chemical C° (Société).,[1455],,,,,
1922,13,C,Chiquet (C.),[351],,,,,
1922,13,C,Chirat & Hauck (V.) (Société).,[557],,,,,
1922,13,C,Chireux (A.),[1706],,,,,
1922,13,C,Chiron (J.E.M.).,[61],,,,,
1922,13,C,Chocolat Moreuil (Société anonyme du),[1641],,,,,
1922,13,C,Chocolat Rozan (Société anonyme),[1711],,,,,
1922,13,C,Chocolaterie et confiserie ouvrières.,"[723, 1355]",,,,,
1922,13,C,Chocolaterie & Confiserie Talencia (Société anonyme de).,[695],,,,,
1922,13,C,Chocolaterie de l’Est (Société anonyme),[1357],,,,,
1922,13,C,Chocolaterie de l’Union,[1023],,,,,
1922,13,C,Chocolateries armoricaines (Société anonyme des),[1743],,,,,
1922,13,C,Chocolateries réunies (Société anonyme des),[467],,,,,
1922,13,C,Chomat (demoiselle J.M.R.),[1219],,,,,
1922,13,C,Chome & Cie,[567],,,,,
1922,13,C,Chomé & Cie (Société),[759],,,,,
1922,13,C,Chome & Cie (Société en commandite par actions).,[81],,,,,
1922,13,C,Chomette (J.P.),[500],,,,,
1922,13,C,Chomette & Huette (Société),[74],,,,,
1922,13,C,Chosson & Cie (Société J.M.),[274],,,,,
1922,13,C,Choulet (A.).,"[31, 1777]",,,,,
1922,13,C,Chrétien (E.),[799],,,,,
1922,13,C,Chrétien (M.),[1323],,,,,
1922,13,C,Chrétien (F.A.A.),[1749],,,,,
1922,13,C,Chrétien & Jensem (Société).,[1195],,,,,
1922,13,C,Christmann (E.).,[1627],,,,,
1922,13,C,Christoph & Unmach Aktiengesellschaft (Société),[1298],,,,,
1922,13,C,Christophe (Firme J.J.),[378],,,,,
1922,13,C,Christophe (R.) & Grandin (H.).,[904],,,,,
1922,13,C,Christou & Catsiapis (Société).,[723],,,,,
1922,13,C,Chupin-Pénot (J. M.),[1405],,,,,
1922,13,C,Cidrerie Saint-Julien,[731],,,,,
1922,13,C,Ciments et Matériaux du Poitou (Société Anonyme du).,[1699],,,,,
1922,13,C,Ciné-réclame,[1481],,,,,
1922,13,C,Page réelle.,[1571],,,,,
1922,13,C,Ciné Relief (Raison sociale Le),[1009],,,,,
1922,13,C,Cinzano (F.) & Co.,"[402, 1318]",,,,,
1922,13,C,Cinzano & Co (Société Anonyme F.),[1768],,,,,
1922,13,C,"Ciret (F.), Maurel frères & Cie",[425],,,,,
1922,13,C,Cirodde (M.),[191],,,,,
1922,13,C,Cities Service Export Oil Company (Société).,[1815],,,,,
1922,13,C,Citrain (P.A.).,[210],,,,,
1922,13,C,Citroën (A.).,"[914, 1063]",,,,,
1922,13,C,Citroën (J.),[1822],,,,,
1922,13,C,Claeyssens (P. et P.),[250],,,,,
1922,13,C,Clair (R.),[1206],,,,,
1922,13,C,Clapeau (Société des Etablissements J. et A.),[1464],,,,,
1922,13,C,Page réelle.,[1554],,,,,
1922,13,C,Clapin (Maison J.),"[1760, 1761]",,,,,
1922,13,C,Clar (Maison E.).,[948],,,,,
1922,13,C,Clarençon (F.),[1130],,,,,
1922,13,C,Clarisse (F.J.J.),"[650, 653]",,,,,
1922,13,C,Clark et autres.,[1299],,,,,
1922,13,C,Clark & Co Limited,[1668],,,,,
1922,13,C,Clarke (demoiselle M.T.),[1651],,,,,
1922,13,C,Claude & Cie,[1762],,,,,
1922,13,C,Claudel (dame B.),"[339, 340]",,,,,
1922,13,C,Claudet (H.),[1709],,,,,
1922,13,C,Claudinon (S.M.).,[1446],,,,,
1922,13,C,Claudius Ash Sons & Co Limited (Société),[216],,,,,
1922,13,C,Clauss (L.),[1273],,,,,
1922,13,C,Clauss & Cie (Société),[983],,,,,
1922,13,C,Claverie (R.),[306],,,,,
1922,13,C,Claverie (Etablissements A.) < ?>sements).,"[833, 1136, 1760, 1775]",,,,,
1922,13,C,Claverie et fils (dame veuve J.),[1771],,,,,
1922,13,C,Clavery (C.),[491],,,,,
1922,13,C,Clavery et fils (Manufacture Française de Bouchons),[491],,,,,
1922,13,C,Clavreul (veuve A.),[719],,,,,
1922,13,C,Clavreul (R.),[823],,,,,
1922,13,C,Clay (Henry) et Bock & Co (Société),[1305],,,,,
1922,13,C,Clayton (Cie du gaz),[1296],,,,,
1922,13,C,"Clayton (Société anonyme, Cie du gaz)",[1815],,,,,
1922,13,C,Clément (M.),[474],,,,,
1922,13,C,Clément (A.),[507],,,,,
1922,13,C,Clément (J.),[903],,,,,
1922,13,C,Clément (E.),[1057],,,,,
1922,13,C,Clément (L.).,"[1068, 1100]",,,,,
1922,13,C,Clément (A.),[1405],,,,,
1922,13,C,Clément (L.),[1440],,,,,
1922,13,C,Clément (M.),[1459],,,,,
1922,13,C,Clément (D.),[1505],,,,,
1922,13,C,Clément,[1652],,,,,
1922,13,C,Clément (Société les fils de A.).,[799],,,,,
1922,13,C,Clément & Cie (Raison sociale J.),[474],,,,,
1922,13,C,Clément - Ardoin (D.),[552],,,,,
1922,13,C,Clément et Gladiator (Société anonyme Française des Cycles),[829],,,,,
1922,13,C,Clemson Bros Inc. (Société),[1092],,,,,
1922,13,C,Cler (H.),[1647],,,,,
1922,13,C,Clerc (J.),[117],,,,,
1922,13,C,Clerc (veuve Charles et fils) (Firme),[1232],,,,,
1922,13,C,Clerc (Ch.) et Varichon (H.) (Société),[323],,,,,
1922,13,C,Cléret et ses fils.,[270],,,,,
1922,13,C,Clermont (dame M.E.),[242],,,,,
1922,13,C,Clermont & Cie (Société de),[562],,,,,
1922,13,C,Clermont et Quignard.,[1251],,,,,
1922,13,C,Clésinger (M.).,[908],,,,,
1922,13,C,Cleyet-Marrel (A.).,[1087],,,,,
1922,13,C,Clissod (Raines) “ Euroclydon ».,[1849],,,,,
1922,13,C,Close (G.A.) Youle & Co Limited (Société),[644],,,,,
1922,13,C,Clot (A.),[794],,,,,
1922,13,C,Clouard (Y.A.G.J.),[1484],,,,,
1922,13,C,Page réelle.,[1574],,,,,
1922,13,C,Cluzel (F.),[1428],,,,,
1922,13,C,Cluzel (H.),[1688],,,,,
1922,13,C,Coat (L.E.),[1868],,,,,
1922,13,C,Cocar (A.M.G.J.).,[1431],,,,,
1922,13,C,Cochereau (G.).,[199],,,,,
1922,13,C,Cocheret (F.F.).,[1693],,,,,
1922,13,C,Cocheril (L.) et ses fils,[894],,,,,
1922,13,C,Cochet (dame Auréla),[1749],,,,,
1922,13,C,Cochet et autres.,[502],,,,,
1922,13,C,Cockburn & Co Limited (Société).,[1482],,,,,
1922,13,C,Page réelle.,[1572],,,,,
1922,13,C,Coënt et Dumont fils (E.) (Société),[393],,,,,
