Année du BOPI,Numéro de pages du BOPI,Lettres alphabétiques,Chiffres des marques,Dénomination des marques,Emblême,Numéro de classe,Numéro des pages correspondantes,ERRATA,Numéro de la marque,Renonciation totale,Renonciation partielle
1922,63,B,,Baso dans un triangle (Dessin).,,67,1141,,,,
1922,63,B,,Basque (Brillant),,32,421,,,,
1922,63,B,,Basque (Le brillant),,33,501,,,,
1922,63,B,,Basse - Bretagne (Friandises de).,,66,1409,,,,
1922,63,B,,Bastille (Biscui terie de la),,66,85,,,,
1922,63,B,,Bastille (La) avec dessin,,66,723,,,,
1922,63,B,,Batailleur (Le).,,46,685,,,,
1922,63,B,,Batam,,25,711,,,,
1922,63,B,,Bateau (Dessin).,,43,387,,,,
1922,63,B,,id.,,62,980,,,,
1922,63,B,,id.,,11,1159,,,,
1922,63,B,,Bateau avec les initiales G.P. ,,66,1311,,,,
1922,63,B,,Bateau à vapeur (Dessin),,47,195,,,,
1922,63,B,,Bateau Voilier (Dessin),,68,923,,,,
1922,63,B,,Batelière (La) avec dessin,,14,1581,,,,
1922,63,B,,Page réelle.,,,1591,,,,
1922,63,B,,Bates,,75,1685,,,,
1922,63,B,,Batik d’Auvergne avec dessin,,74,630,,,,
1922,63,B,,Bâtisse,,42,41,,,,
1922,63,B,,Bâton crème au chocolat Me nier,,66,836,,,,
1922,63,B,,Batouala,,58,394,,,,
1922,63,B,,id.,,68,841,,,,
1922,63,B,,Baudesson & Co (Champagne),,68,842,,,,
1922,63,B,,Baudet (Clos).,,68,988,,,,
1922,63,B,,Baudières,,79,847,,,,
1922,63,B,,Baudry (Elixir anti-nerveux polybromuré de).,,79,328,,,,
1922,63,B,,Baudry (Rhu barbe compri mée de),,79,329,,,,
1922,63,B,,Baudry (J.),,68,620,,,,
1922,63,B,,Bauris,,14,792,,,,
1922,63,B,,Bauxilite,,32,191,,,,
1922,63,B,,Bavay (Chiques de),,66,1677,,,,
1922,63,B,,Bayard,,60,82,,,,
1922,63,B,,id.,,8,341,,,,
1922,63,B,,Bayard (L’anti Bélier C.),,22,600,,,,
1922,63,B,,Bayard (Le) sans peur et sans reproche,,48,652,,,,
1922,63,B,,Bayard (Le) sans peur et sans reproche avec H. L,,48,652,,,,
1922,63,B,,Bayard (Vin de).,,79,844,,,,
1922,63,B,,Bayard (Anis) avec dessin,,68,1073,,,,
1922,63,B,,Bayard (Le),,27,1756,,,,
1922,63,B,,Bayer,,75,1809,,,,
1922,63,B,,Bayonnette Française (A la).,,67,1800,,,,
1922,63,B,,Bay State,,72,292,,,,
1922,63,B,,B. B. (Les pro duits),,66,85,,,,
1922,63,B,,B. B. (Bruyère).,,59,568,,,,
1922,63,B,,B. B,,44,603,,,,
1922,63,B,,B. B,,32,1090,,,,
1922,63,B,,B. B. sur une roue dentée (Dessin).,,25,1297,,,,
1922,63,B,,B. B. B,,30,1785,,,,
1922,63,B,,B. B.B. dans un losange (Dessin).,,32,1458,,,,
1922,63,B,,B. B. B,,20,1519,,,,
1922,63,B,,B. B. & Co (Lustre),,10,900,,,,
1922,63,B,,B. C,,61,803,,,,
1922,63,B,,B. C,,79,1688,,,,
1922,63,B,,B. C. sur un gâteau (Dessin).,,66,919,,,,
1922,63,B,,B. C. autosignal.,,25,1519,,,,
1922,63,B,,B. C. A,,25,270,,,,
1922,63,B,,B. C. Galais,,58,1600,,,,
1922,63,B,,id.,,58,1601,,,,
1922,63,B,,B. C.D. G,,72,168,,,,
1922,63,B,,B. D. B,,59,46,,,,
1922,63,B,,B. D. S,,25,229,,,,
1922,63,B,,B. D. V,,59,1737,,,,
1922,63,B,,B. D. V. Pure Virginia Tobacco.,,59,1737,,,,
1922,63,B,,Beacon,,25,645,,,,
1922,63,B,,Bearcliffe,,8,1725,,,,
1922,63,B,,Béarn (Au vrai saucisson du) avec dessin,,62,1868,,,,
1922,63,B,,Béarnais (Le).,,42,1700,,,,
1922,63,B,,Béarnaise (Lai.,,53,1229,,,,
1922,63,B,,Béatin,,79,588,,,,
1922,63,B,,Béatrice,,35,754,,,,
1922,63,B,,Béatrix,,58,202,,,,
1922,63,B,,Beau choix,,59,1436,,,,
1922,63,B,,Beaufumé,,79,178,,,,
1922,63,B,,Beau rêve,,58,1262,,,,
1922,63,B,,Beaux Arts (Bristol),,72,292,,,,
1922,63,B,,Beaux chênes (Aux) avec dessin,,36,1400,,,,
1922,63,B,,"Beaux papiers français (Les) sur, un cachet (Dessin)",,72,670,,,,
1922,63,B,,Beaune,,68,1144,,,,
1922,63,B,,Beaune,,68,1534,,,,
1922,63,B,,Beauté (La),,58,393,,,,
1922,63,B,,Beauté scientifique,,78,1848,,,,
1922,63,B,,Beautreillis avec dessin,,72,407,,,,
1922,63,B,,Beauty Parlour.,,58,17,,,,
1922,63,B,,Beau vert,,52,1095,,,,
1922,63,B,,Beaver brand avec castor (Dessin),,10,934,,,,
1922,63,B,,Bébé,,66,86,,,,
1922,63,B,,id.,,66,468,,,,
1922,63,B,,Bébé (Ovophos tine),,65,517,,,,
1922,63,B,,Bébé (Laine) avec dessin,,44,604,,,,
1922,63,B,,Bébé (Le) avec dessin,,1,746,,,,
1922,63,B,,Bébé (Fromage) avec B. B,,64,516,,,,
1922,63,B,,Bébé Fripon avec dessin,,58,978,,,,
1922,63,B,,Bébé - Gourmand,,58,276,,,,
1922,63,B,,Bébé Jeannette.,,60,1471,,,,
1922,63,B,,Page réelle.,,,1561,,,,
1922,63,B,,Bébé Mignon.,,53,799,,,,
1922,63,B,,Bébé - Mignon avec dessin,,49,1732,,,,
1922,63,B,,Bébé savon,,14,1122,,,,
1922,63,B,,Bébé-Toilet.,,79,783,,,,
1922,63,B,,Bécassine,,58,45,,,,
1922,63,B,,Bécassine n’emploie que le Myroban,,9,900,,,,
1922,63,B,,Beccaro,,68,1466,,,,
1922,63,B,,Bec fin,,45,1669,,,,
1922,63,B,,Becker (Paul) (Champagne).,,68,1648,,,,
1922,63,B,,Becker demi-sec.,,68,1648,,,,
1922,63,B,,Beckwith,,22,269,,,,
1922,63,B,,Becquée (Fil à la).,,45,305,,,,
1922,63,B,,Bedos,,79,1510,,,,
1922,63,B,,Beef Lavoisier (Vin),,79,1116,,,,
1922,63,B,,Beem dans un triangle (Dessin).,,72,134,,,,
1922,63,B,,Béenne (Jetons publicité),,72,1775,,,,
1922,63,B,,Beffroi (Au),,45,1342,,,,
1922,63,B,,Beffroi (Moutarde du) avec dessin.,,64,1798,,,,
1922,63,B,,Béguey avec coq sur un L (Dessin),,8,899,,,,
1922,63,B,,"Béguin (Le) avec, dessin",,68,778,,,,
1922,63,B,,Beira (Porto),,68,1801,,,,
1922,63,B,,Bel et Bien,,36,1200,,,,
1922,63,B,,Belcrem,,58,201,,,,
1922,63,B,,Belfort,,52,1095,,,,
1922,63,B,,Belge (Brillan - tine Rapide).,,32,1464,,,,
1922,63,B,,Page réelle.,,,1554,,,,
1922,63,B,,Belgica,,17,1427,,,,
1922,63,B,,Bélier (Tête de) (Dessin),,44,503,,,,
1922,63,B,,id.,,44,1300,,,,
1922,63,B,,"Bélier, Bœuf et Mouton (Dessin)",,57,912,,,,
1922,63,B,,Béliers affrontant une lampe qui émet des rayons (Dessin).,,20,72,,,,
1922,63,B,,Béliers (Têtes de) (Dessin),,44,503,,,,
1922,63,B,,Bell brand avec cloche (Dessin).,,66,1832,,,,
1922,63,B,,Belle Alsacienne (La) avec dessin.,,61,1232,,,,
1922,63,B,,Belle Boulangère (A la),,66,1100,,,,
1922,63,B,,Belle coquette (La),,58,1203,,,,
1922,63,B,,Belle cuisinière (Ala) avec dessin,,62,762,,,,
1922,63,B,,Belle étoile (La) avec dessin,,53,354,,,,
1922,63,B,,Belle Gondolière (A la) avec dessin,,67,1712,,,,
1922,63,B,,Belle Jardinière,,1,1457,,,,
1922,63,B,,Page réelle.,,,1547,,,,
1922,63,B,,Belle Lorraine (La) avec dessin.,,14,968,,,,
1922,63,B,,Belle de Mai (Galette),,66,122,,,,
1922,63,B,,Belle Martini quaise (Rhum de la) avec dessin,,68,1210,,,,
1922,63,B,,Belle Martini quaise au colibri (La) avec dessin,,66,573,,,,
1922,63,B,,Belle Meunière (La),,14,5,,,,
1922,63,B,,Belle neige,,14,902,,,,
1922,63,B,,Belle Niçoise (La) avec dessin,,64,805,,,,
1922,63,B,,Belle Provinciale (A la) avec dessin,,67,725,,,,
1922,63,B,,Bella,,60,1470,,,,
1922,63,B,,Page réelle.,,,1560,,,,
1922,63,B,,Bellenden,,52,1733,,,,
1922,63,B,,Belli (Pastilles).,,79,440,,,,
1922,63,B,,Belli (Pectoral).,,79,588,,,,
1922,63,B,,Belline,,58,564,,,,
1922,63,B,,Bellinol,,79,1325,,,,
1922,63,B,,Bellita Talisman debeauté,,58,118,,,,
1922,63,B,,Bellone,,52,1760,,,,
1922,63,B,,Bellotina avec dessin (La),,58,688,,,,
1922,63,B,,Belmine,,79,176,,,,
1922,63,B,,id.,,79,892,,,,
1922,63,B,,Belmont sur un navire (Dessin).,,70,94,,,,
1922,63,B,,Belmont et fils (Vve) avec couronne (Dessin).,,68,1500,,,,
1922,63,B,,Belmontaise (La),,69,479,,,,
1922,63,B,,Belot et fils (Eau de Cologne),,58,1436,,,,
1922,63,B,,Belphégor,,58,512,,,,
1922,63,B,,Beluil,,9,791,,,,
1922,63,B,,Berna dans un losange (Dessin).,,66,1235,,,,
1922,63,B,,Bemecé avec B. M. C,,79,216,,,,
1922,63,B,,Bémeré,,79,1040,,,,
1922,63,B,,Bénazet sur un accordéon,,76,538,,,,
1922,63,B,,Bénazet (Cycles) sur une roue (Dessin),,25,711,,,,
1922,63,B,,Bénédicta (Véritable Arque buse),,68,987,,,,
1922,63,B,,Bénédicta (Véritable élixir végétal),,79,995,,,,
1922,63,B,,Bénédictins (Baume antidouleur des),,79,543,,,,
1922,63,B,,Bénédictins de l’Abbaye de Belle - Fontaine,,66,1275,,,,
1922,63,B,,Bénédictins de l'Abbaye de Montillac,,66,1275,,,,
1922,63,B,,Bénédictins de Soulagues,,66,1273,,,,
1922,64,B,,Bénédictine sur une bouteille (Dessin),,68,1181,,,,
1922,64,B,,Bengal (Affiches).,,72,629,,,,
1922,64,B,,Bengale (Rouge du),,58,1792,,,,
1922,64,B,,Bengali,,14,1459,,,,
1922,64,B,,Page réelle.,,,1549,,,,
1922,64,B,,Benjamin,,20,497,,,,
1922,64,B,,Benne Dixe,,22,498,,,,
1922,64,B,,Benoît (Vin) sur une bouteille (Dessin),,79,1368,,,,
1922,64,B,,Bensdorp (Cacao hollandais),,66,1235,,,,
1922,64,B,,Bensdorp (Chocolat),,66,1235,,,,
1922,64,B,,Benzo-Bismuth.,,79,1113,,,,
1922,64,B,,Benzoléol,,9,67,,,,
1922,64,B,,Benzo Naphta.,,9,1781,,,,
1922,64,B,,Benzostrontium.,,79,29,,,,
1922,64,B,,Benzotol,,9,185,,,,
1922,64,B,,Benzox,,16,1753,,,,
1922,64,B,,Berad (El),,45,423,,,,
1922,64,B,,Béral (Coq - Bag) (Coq drops),,79,1776,,,,
1922,64,B,,Béraud (Pilules).,,79,701,,,,
1922,64,B,,Berdianska Lux.,,1,790,,,,
1922,64,B,,Bérengère,,53,239,,,,
1922,64,B,,Bérengère (Sandalette),,53,239,,,,
1922,64,B,,Bergerac SaintMartin,,68,1747,,,,
1922,64,B,,Bergère (A la) avec dessin,,52,424,,,,
1922,64,B,,Bergère (Lait condensé sucré avec dessin),,62,662,,,,
1922,64,B,,Bergère de Savoie (La) avec dessin.,,44,1788,,,,
1922,64,B,,Bergis & C° (Champagne A.).,,68,1680,,,,
1922,64,B,,Bergmann (Tube),,8,1424,,,,
1922,64,B,,Bergus,,25,905,,,,
1922,64,B,,Bermond (Vin).,,68,1278,,,,
1922,64,B,,Berna,,71bis,670,,,,
1922,64,B,,Bernadette (Cierges de),,70,890,,,,
1922,64,B,,Bernadette (La).,,16,709,,,,
1922,64,B,,Bernays & Cie (F.),,68,1416,,,,
1922,64,B,,Bernica (Rhum du),,68,809,,,,
1922,64,B,,Bernin & Cie (F.A.),,68,1315,,,,
1922,64,B,,Bernys,,58,45,,,,
1922,64,B,,Berrichonne (La).,,68,1442,,,,
1922,64,B,,Berry Quina,,68,1611,,,,
1922,64,B,,Bert (W.) (Conserves alimen taires),,62,1492,,,,
1922,64,B,,Bertaux & Cie (Louis),,68,1414,,,,
1922,64,B,,Berthelot,,53,686,,,,
1922,64,B,,Berthet,,25,711,,,,
1922,64,B,,Bertholier (Modèle) sur une semelle (Dessin).,,53,1790,,,,
1922,64,B,,Béryl,,58,1133,,,,
1922,64,B,,Besnac & Co (J.).,,68,130,,,,
1922,64,B,,Bess,,62,358,,,,
1922,64,B,,Bessemer,,33,973,,,,
1922,64,B,,Bessière,,22,1462,,,,
1922,64,B,,Page réelle.,,,1552,,,,
1922,64,B,,Best (The),,16,1783,,,,
1922,64,B,,Best-Match,,60,310,,,,
1922,64,B,,Béta (Plume),,72,1655,,,,
1922,64,B,,Béthanie (Cierges de),,70,890,,,,
1922,64,B,,Bethlehem avec étoile (Dessin).,,25,1463,,,,
1922,64,B,,Page réelle.,,,1553,,,,
1922,64,B,,Béthunoise (La) avec dessin,,14,1426,,,,
1922,64,B,,Bettus-Loire,,22,498,,,,
1922,64,B,,Betty,,42,602,,,,
1922,64,B,,Bétuline,,79,820,,,,
1922,64,B,,Beurre (Le),,64,952,,,,
1922,64,B,,Beurrélys,,64,1309,,,,
1922,64,B,,Beurriette (La).,,64,245,,,,
1922,64,B,,Bex,,39,1010,,,,
1922,64,B,,Bexco,,1,142,,,,
1922,64,B,,Bey de Tunis (Le) avec dessin,,66,1409,,,,
1922,64,B,,B.F.,,22,645,,,,
1922,64,B,,B.F. (Coussin).,,36,974,,,,
1922,64,B,,B.F.A. dans un écusson tenu par un aigle (Dessin),,1,998,,,,
1922,64,B,,B. Fouga,,62,1270,,,,
1922,64,B,,B.F.S. sur un étendard (Dessin),,62,1233,,,,
1922,64,B,,id.,,62,1234,,,,
1922,64,B,,B.G. (Beurre extra fin) avec dessin,,64,1099,,,,
1922,64,B,,Bhagavat,,67,432,,,,
1922,64,B,,B. H. E. M,,32,385,,,,
1922,64,B,,Bi (Sauce),,64,311,,,,
1922,64,B,,B. I,,8,707,,,,
1922,64,B,,Biadolique,,45,389,,,,
1922,64,B,,Biarnès (Lou).,,42,1700,,,,
1922,64,B,,Biarritz,,47,352,,,,
1922,64,B,,Biarritz - Gau frette,,66,1608,,,,
1922,64,B,,Biarritz-œillet.,,58,1305,,,,
1922,64,B,,Bib,,16,71,,,,
1922,64,B,,Biberon (Dessin).,,40,797,,,,
1922,64,B,,Bibliothèque de vins,,68,839,,,,
1922,64,B,,Bibosalyl,,79,821,,,,
1922,64,B,,Biche (La) avec dessin,,42,714,,,,
1922,64,B,,Bichette (Cream) avec dessin,,53,152,,,,
1922,64,B,,Bichon,,68,161,,,,
1922,64,B,,Bichon apéritif aux mandarines.,,68,161,,,,
1922,64,B,,Bichon Fard,,58,717,,,,
1922,64,B,,Bichon Fard Fleurs,,58,393,,,,
1922,64,B,,Bichon Fard - Poudre,,58,717,,,,
1922,64,B,,Bichon-Poudres.,,58,394,,,,
1922,64,B,,Bichons Fards crème,,58,459,,,,
1922,64,B,,Bicyclette (Dessin),,16,497,,,,
1922,64,B,,Bidaut-Boyer.,,68,1714,,,,
1922,64,B,,Bidon (Dessin).,,32,753,,,,
1922,64,B,,Biéc (Cafés),,67,1678,,,,
1922,64,B,,Bien-Gousu,,48,14,,,,
1922,64,B,,Bien-être et liberté,,72,167,,,,
1922,64,B,,Bien faire et laisser dire,,64,764,,,,
1922,64,B,,Bien fait avec B. F,,48,505,,,,
1922,64,B,,Bien Moudre et pour tous avec Moulin (Dessin).,,1,103,,,,
1922,64,B,,*Bienfaiteur de l’enfance (Le).,,60,547,,,,
1922,64,B,,Bienfaitrice (La).,,79,894,,,,
1922,64,B,,Bienvenu (Le).,,67,317,,,,
1922,64,B,,Bière de l’hirondelle,,79,820,,,,
1922,64,B,,Biet sur un cachet. (Dessin),,64,1309,,,,
1922,64,B,,Bieuville (Les pâtes),,65,430,,,,
1922,64,B,,Bifldase,,79,1213,,,,
1922,64,B,,Biflex,,25,682,,,,
1922,64,B,,Bifloc,,59,1019,,,,
1922,64,B,,Big Star Varnish avec étoile (Dessin),,33,1257,,,,
1922,64,B,,Big Vat Brandy (The) avec dessin,,68,473,,,,
1922,64,B,,Bigay bouffon avec dessin,,42,1700,,,,
1922,64,B,,Bigazzina,,58,1304,,,,
1922,64,B,,Bi-intensia,,75,169,,,,
1922,64,B,,Bijou (Huile),,9,999,,,,
1922,64,B,,Bijou (M.),,59,1268,,,,
1922,64,B,,Bijou (Madelei nés),,66,1273,,,,
1922,64,B,,Bijou (Cartes).,,72,1281,,,,
1922,64,B,,Bijou-cycle (Le).,,25,1698,,,,
1922,64,B,,Bi-L,,25,711,,,,
1922,64,B,,Biliees (Pilules an-ticholériques).,,79,1079,,,,
1922,64,B,,Bilirhéïne,,79,740,,,,
1922,64,B,,Bilistercine (Ampoules de),,79,1451,,,,
1922,64,B,,Bilivaccin,,79,1325,,,,
1922,64,B,,Billiford,,20,498,,,,
1922,64,B,,Billot (Le) avec dessin,,14,1123,,,,
1922,64,B,,Billy Père et fils (Jean),,68,1804,,,,
1922,64,B,,Bilovaccin,,79,1325,,,,
1922,64,B,,Bilux,,20,1696,,,,
1922,64,B,,Bindano Torin.,,68,88,,,,
1922,64,B,,Bi-Nickel,,75,482,,,,
1922,64,B,,Biniou (Le) avec dessin,,42,422,,,,
1922,64,B,,id.,,14,495,,,,
1922,64,B,,Biniou (Dessin).,,42,714,,,,
1922,64,B,,"Biniou, mon Biniou Mon cher Biniou, Taillan mon Taillan Mon cher Taillan",,68,22,,,,
1922,64,B,,Bi-Oderma,,79,1154,,,,
1922,64,B,,Biodyne,,79,1849,,,,
1922,64,B,,Biogastrine,,79,1450,,,,
1922,64,B,,Biogine,,13,448,,,,
1922,64,B,,Biolaxatif,,79,442,,,,
1922,64,B,,Biomarine (La) avec dessin,,79,1511,,,,
1922,64,B,,Bio-Sel,,64,430,,,,
1922,64,B,,Bioshémine,,79,820,,,,
1922,64,B,,Biothérapie (Pastilles antityphiques Biliées (La),,79,1248,,,,
1922,64,B,,Biozone,,79,673,,,,
1922,64,B,,Bipeptol,,79,1149,,,,
1922,64,B,,Birdie Film avec oiseau dans une étoile (Dessin).,,75,959,,,,
1922,64,B,,Biribi,,58,979,,,,
1922,64,B,,Biribi apéritif au quinquina,,68,1106,,,,
1922,64,B,,Bisclorol,,79,1776,,,,
1922,64,B,,Biscopak,,79,177,,,,
1922,64,B,,Biscopaks,,79,1482,,,,
1922,64,B,,Page réelle.,,,1572,,,,
1922,64,B,,Biscotin (Le),,68,521,,,,
1922,64,B,,Biscuidyne,,71bis,438,,,,
1922,64,B,,Biset (G.),,53,947,,,,
1922,64,B,,Bisiodol,,79,1776,,,,
1922,64,B,,Biskra (Orangeade),,68,580,,,,
1922,64,B,,Biskra sur une bouteille (Des sin),,69,1320,,,,
1922,64,B,,Bislor,,66,1711,,,,
1922,64,B,,Bismargyr,,79,29,,,,
1922,64,B,,Bismhydral,,79,281,,,,
1922,64,B,,Bismo-céril,,79,1509,,,,
1922,64,B,,Bismol,,79,256,,,,
1922,64,B,,Bismopeptol,,79,1149,,,,
1922,64,B,,Bismu-Tartryl.,,79,29,,,,
1922,64,B,,Bismuth (Crème de),,79,740,,,,
1922,64,B,,Bismuthodol Robin,,79,1115,,,,
1922,64,B,,Bismuthoïdol Robin,,79,1115,,,,
1922,64,B,,Bismuxène,,79,540,,,,
1922,64,B,,Bisquit,,68,524,,,,
1922,64,B,,Bisquit (Cognac).,,68,524,,,,
1922,64,B,,Bisquit Dubou ché & C ,,68,524,,,,
1922,64,B,,id.,,68,1313,,,,
1922,64,B,,id.,,68,1314,,,,
1922,64,B,,Bisquit’s Spé cial,,68,1841,,,,
1922,64,B,,Bistop,,25,1481,,,,
1922,64,B,,Bi-Tartrol,,79,293,,,,
1922,64,B,,Bitoune (La) sur une bouteille.,,68,251,,,,
1922,64,B,,Bitteroise (La).,,69,405,,,,
1922,64,B,,Bivo,,79,1721,,,,
1922,64,B,,Bizouard Cherry Porto,,68,159,,,,
1922,64,B,,B. L. confident safety pen Manufacture française et régulier de marque déposée,,72,891,,,,
1922,64,B,,Blachorographe,,75,293,,,,
1922,64,B,,Black,,68,1241,,,,
1922,64,B,,Blackberry Brandy Bardinet,,68,1844,,,,
1922,64,B,,Black Girl,,68,472,,,,
1922,64,B,,Black Girl old superior avec dessin,,68,576,,,,
1922,64,B,,Black et White.,,59,1490,,,,
1922,64,B,,Black and White.,,72,1507,,,,
1922,64,B,,Blainville & Co (S.),,68,130,,,,
1922,64,B,,Blaireau (Dessin).,,33,501,,,,
1922,64,B,,Blakita,,68,1646,,,,
1922,64,B,,Blakolit,,33,973,,,,
1922,64,B,,Blanc (Alphonse).,,64,517,,,,
1922,64,B,,Blanc (Etablissements Charles).,,20,1754,,,,
1922,64,B,,Blanc garanti couronné,,42,942,,,,
1922,64,B,,Blanc d’antimoine,,11,342,,,,
1922,64,B,,Blanc de neige (lessivette),,14,1476,,,,
1922,64,B,,Blanchard (cachets antiuriques),,79,1451,,,,
1922,64,B,,Blanche Grave.,,68,1772,,,,
1922,64,B,,Blanchepierre,,68,1183,,,,
1922,64,B,,Blanche Reine,,68,697,,,,
1922,64,B,,Blanche supérieure pour fruits (Eau-de-vie),,68,210,,,,
1922,64,B,,Blanchette (L. C. N.),,33,1299,,,,
1922,64,B,,Blanchinette,,14,1817,,,,
1922,64,B,,Blanchit Franco (Le),,14,1695,,,,
1922,64,B,,Blanchita,,68,1646,,,,
1922,64,B,,Blanco,,14,902,,,,
1922,64,B,,Blanco - Paille (Le) avec dessin.,,14,1004,,,,
1922,64,B,,Biandelys,,14,70,,,,
1922,64,B,,Blandford,,72,1449,,,,
1922,64,B,,Blandina,,52,1404,,,,
1922,64,B,,Blandula,,33,9,,,,
1922,65,B,,Blandur.,,8,374,,,,
1922,65,B,,Blau qui (Amara).,,68,1499,,,,
1922,65,B,,Blanzy-Poure & Cie,,72,1652,,,,
1922,65,B,,id.,,72,1653,,,,
1922,65,B,,Blason (Le).,,58,1792,,,,
1922,65,B,,Blayaise (La).,,53,800,,,,
1922,65,B,,Bledof.,,71bis,890,,,,
1922,65,B,,Blénotube.,,79,1115,,,,
1922,65,B,,Blépha (Pommade),,79,821,,,,
1922,65,B,,Blés d’Or (Les).,,65,84,,,,
1922,65,B,,id.,,65,360,,,,
1922,65,B,,Bleu (Fromage).,,64,1173,,,,
1922,65,B,,"Bleu, blanc, rouge sur une bonbonne (Dessin)",,64,1605,,,,
1922,65,B,,Bleu de Paris.,,58,426,,,,
1922,65,B,,Bleue (Bande). '.,,32,1164,,,,
1922,65,B,,Bieus (Dentifrices),,58,1672,,,,
1922,65,B,,Blida (Amer),,68,888,,,,
1922,65,B,,Blida & Cie (M.).,,68,956,,,,
1922,65,B,,Bliss,,68,1801,,,,
1922,65,B,,Bloc Hyalin,,58,1169,,,,
1922,65,B,,BlocMoellus,,62,1471,,,,
1922,65,B,,Page réelle.,,,1561,,,,
1922,65,B,,Bloca(( Nett )),,32,1090,,,,
1922,65,B,,Bloc pierre Salta.,,29,1298,,,,
1922,65,B,,Bloc zig-zag,,59,1204,,,,
1922,65,B,,Blocaer.,,25,148,,,,
1922,65,B,,Bloccus,,18,1106,,,,
1922,65,B,,Block 'S Système Publicité.,,72,366,,,,
1922,65,B,,Blocus,,25,1163,,,,
1922,65,B,,Blonde (graisse extra),,9,1046,,,,
1922,65,B,,Blonde (Poudre).,,58,1266,,,,
1922,65,B,,Blonde Cristal.,,68,1182,,,,
1922,65,B,,Blondel (P. de).,,68,1842,,,,
1922,65,B,,Blondin (Tonique),,79,848,,,,
1922,65,B,,Blondinette,,58,203,,,,
1922,65,B,,Blot (Fertilisant).,,13,1580,,,,
1922,65,B,,Page réelle.,,,1590,,,,
1922,65,B,,Blublaze avec main tenant des foudres (Dessin).,,22,1754,,,,
1922,65,B,,Blue Astra avec étoiles (Dessin).,,49,756,,,,
1922,65,B,,Blue Bell avec cloche (Dessin).,,64,1020,,,,
1922,65,B,,Blue bird (The) avec oiseau dessin,,59,1470,,,,
1922,65,B,,Page réelle.,,,1560,,,,
1922,65,B,,Blue Jay avec dessin,,58,566,,,,
1922,65,B,,Blue stars avec étoiles (Dessin).,,68,1836,,,,
1922,65,B,,Bluet (Fleur de).,,35,1859,,,,
1922,65,B,,Blume (Le),,58,153,,,,
1922,65,B,,Blume (Le) avec dessin.,,58,1134,,,,
1922,65,B,,Blumenfee,,60,428,,,,
1922,65,B,,B. M.,,32,150,,,,
1922,65,B,,B. M,,68,1474,,,,
1922,65,B,,Page réelle.,,,1564,,,,
1922,65,B,,B. M.,,33,1629,,,,
1922,65,B,,B. M. C,,79,216,,,,
1922,65,B,,B. N.,,66,1207,,,,
1922,65,B,,B. O. A. S. sur une bouteliie (Dessin),,58,1764,,,,
1922,65,B,,Bob,,79,178,,,,
1922,65,B,,id.,,16,300,,,,
1922,65,B,,Bobinographe.,,72,1418,,,,
1922,65,B,,Bobinoir à main avec J. C. A. (Dessin),,16,903,,,,
1922,65,B,,Bobinotes.,,72,1418,,,,
1922,65,B,,Boby,,53,911,,,,
1922,65,B,,Bo-By.,,25,1697,,,,
1922,65,B,,Boc,,68,1073,,,,
1922,65,B,,Bocages Gatinais (Beurre centrifuge) unie des) avec dessin,,64,359,,,,
1922,65,B,,Bock,,22,856,,,,
1922,65,B,,Bock (Bière).,,68,1025,,,,
1922,65,B,,Bock,,59,1305,,,,
1922,65,B,,Bock Idéal (Le),,68,1108,,,,
1922,65,B,,Bocquet (cornichons fins),,62,1437,,,,
1922,65,B,,id.,,62,1438,,,,
1922,65,B,,Boébon ,,48,273,,,,
1922,65,B,,"Boeckel avec pipe, (Dessin)",,59,1170,,,,
1922,65,B,,"Boër (au) avec des dessin,",,62,310,,,,
1922,65,B,,Boërs (Chocolat des).,,66,468,,,,
1922,65,B,,Boërs (Chicorée des) ,,67,471,,,,
1922,65,B,,Bœuf (Tête de) (Dessin).,,68,161,,,,
1922,65,B,,id.,,64,516,,,,
1922,65,B,,id.,,10,826,,,,
1922,65,B,,id.,,10,999,,,,
1922,65,B,,id.,,11,1394,,,,
1922,65,B,,Bœuf (Dessin).,,10,1454,,,,
1922,65,B,,Bœuf (Tête de) (Dessin).,,10,1579,,,,
1922,65,B,,Page réelle.,,,1589,,,,
1922,65,B,,id.,,64,1741,,,,
1922,65,B,,Bœuf avec soleil (Dessin).,,62,1437,,,,
1922,65,B,,Bœuf (Tête de) (Dessin) avec L. C. C,,58,1305,,,,
1922,65,B,,Bœuf couronné avec dessin.,,62,1268,,,,
1922,65,B,,"Bœuf, bélier et mouton (Dessin)",,57,912,,,,
1922,65,B,,"Bœuf, de cheval et de chien sur une croix (Tête de) (Dessin)",,79,1080,,,,
1922,65,B,,Bœuf - Jeanson (Tapioca).,,62,1437,,,,
1922,65,B,,Bofix avec dessin.,,33,860,,,,
1922,65,B,,Bogan frères,,68,811,,,,
1922,65,B,,Bohémienne (La) avec dessin.,,14,552,,,,
1922,65,B,,Bohémiennes Labaczek (Ta blettes),,79,929,,,,
1922,65,B,,Bois d’amour.,,58,1017,,,,
1922,65,B,,Bois du rhum StChristophe et va-t’en rassuré,,68,49,,,,
1922,65,B,,Boîte (Dessin).,,58,460,,,,
1922,65,B,,id.,,58,509,,,,
1922,65,B,,id.,,58,608,,,,
1922,65,B,,id.,,62,1171,,,,
1922,65,B,,Boîte cubique (Dessin),,14,1004,,,,
